Movie Name,Storyline,story_length,word_count,char_length,clean_story
On aurait dû aller en Grèce,"After losing his fortune, a wealthy patriarch must accept a loaned Corsican villa for his family's summer getaway. Their usual luxury is replaced by an authentic Corsican experience, with their overstayed son and visiting daughter in tow.",238,37,238,losing fortune wealthy patriarch must accept loaned corsican villa familys summer getaway usual luxury replaced authentic corsican experience overstayed son visiting daughter tow
Compulsion,"On the island of Malta, two women get engaged in a string of horrifying murders.",80,15,80,island malta two women get engaged string horrifying murders
Everyone Is Going to Die,An entrepreneur is attempting to reconnect with his daughter on her Birthday. The party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the Patriarchy.,212,35,212,entrepreneur attempting reconnect daughter birthday party interrupted taken hostage two masked female robbers appear real problems patriarchy
Wild Wild Punjab,"Khanna has had a breakup. He's upset, but he has friends like Arora, Jain and Honey paa'ji who encourage him to face this breakup head-on and move on. They embark on a trip across Punjab to help Khanna find the closure he desires.",230,43,230,khanna breakup hes upset friends like arora jain honey paaji encourage face breakup headon move embark trip across punjab help khanna find closure desires
Tura!,"Documentary on the life of ""Faster Pussycat Kill Kill!"" star/Asian American actress Tura Satana. A wild ride chronicling Tura's brutal childhood, burlesque career, cult movie stardom, and impact as a female icon and cinema pioneer.",231,35,231,documentary life faster pussycat kill kill starasian american actress tura satana wild ride chronicling turas brutal childhood burlesque career cult movie stardom impact female icon cinema pioneer
Jagat,"The disappearance of a young student sets off a chain of events that tests Sub-Inspector Pandya's tenacity, as he peels back layers of deception to find the sinister truth.",172,29,172,disappearance young student sets chain events tests subinspector pandyas tenacity peels back layers deception find sinister truth
One Fast Move,"A young man seeks out his estranged father to pursue his dream of becoming a professional motorcycle racer. With help from his love interest and a motorcycle shop owner, he begins to break down the walls his father's absence had created.",237,41,237,young man seeks estranged father pursue dream becoming professional motorcycle racer help love interest motorcycle shop owner begins break walls fathers absence created
Blink,"Chronicles a family's global trip before their children lose vision to a rare genetic disorder, capturing their journey to experience the world's beauty while they can still see it, and preparing for an inevitable future.",221,35,221,chronicles familys global trip children lose vision rare genetic disorder capturing journey experience worlds beauty still see preparing inevitable future
Bau: Artist at War,"The inspiring love story of Joseph Bau, artist, forger, holocaust survivor. Using his artistic skills, humor and hope in the camps, Joseph stays alive and helps hundreds to escape. Miraculously, he finds love in the midst of despair.",233,38,233,inspiring love story joseph bau artist forger holocaust survivor using artistic skills humor hope camps joseph stays alive helps hundreds escape miraculously finds love midst despair
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki.",167,25,167,tanjiro undergoes rigorous training stone hashira himejima quest become hashira meanwhile muzan continues search nezuko ubuyashiki
Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them.",149,27,149,hot summer day oslo dead mysteriously awaken three families thrown chaos deceased loved ones come back
Toxic,"Dreaming of an escape from the bleakness of their hometown, two teens form a unique bond at a local modeling school, where the promise of a better life pushes girls to violate their bodies in increasingly extreme ways.",218,38,218,dreaming escape bleakness hometown two teens form unique bond local modeling school promise better life pushes girls violate bodies increasingly extreme ways
Bougainvillea,A family entangled in a police investigation surrounding the mysterious disappearance of tourists in Kerala.,108,15,108,family entangled police investigation surrounding mysterious disappearance tourists kerala
Blame the Game,"A young man meets his new girlfriend's friends for the first time at their regular game night, putting him under pressure to make a good impression. But then suddenly, her ex shows up as well.",192,35,192,young man meets new girlfriends friends first time regular game night putting pressure make good impression suddenly ex shows well
Eks,Three compelling stories in one erotic experience. Yen Durano plays three different women in three titillating stories.,119,17,119,three compelling stories one erotic experience yen durano plays three different women three titillating stories
Timestalker,The hapless heroine Agnes is reincarnated every time she makes the same mistake: falling in love with the wrong man.,116,20,116,hapless heroine agnes reincarnated every time makes mistake falling love wrong man
Witchy Ways,"Retreating to a cabin her late mother believed was magical, a skeptical Eve meets Danni, a witch whose secrets challenge Eve's logic. As romance sparks, supernatural secrets and a vengeful neighbor threaten everything Danni holds dear.",235,36,235,retreating cabin late mother believed magical skeptical eve meets danni witch whose secrets challenge eves logic romance sparks supernatural secrets vengeful neighbor threaten everything danni holds dear
Ponyboi,"Unfolding over the course of Valentine's Day in New Jersey, a young intersex sex worker must run from the mob after a drug deal goes sideways, forcing him to confront his past.",176,32,176,unfolding course valentines day new jersey young intersex sex worker must run mob drug deal goes sideways forcing confront past
The Fire Inside,Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.,122,22,122,claressa shields becomes first american woman win gold medal learn dreams created equal
In Waves and War,Highly decorated Navy SEAL Marcus Capone struggles with PTSD after returning from Afghanistan. His wife finds hope in psychedelic therapy. They embark on providing access to this treatment for other veterans battling mental health issues.,238,35,238,highly decorated navy seal marcus capone struggles ptsd returning afghanistan wife finds hope psychedelic therapy embark providing access treatment veterans battling mental health issues
Miséria,The suburban criminal Adam's ghetto dreams turn into a nightmare of serious criminality when he is introduced to the network leader Chicago. Will Adam manage to leave the gang alive?,182,30,182,suburban criminal adams ghetto dreams turn nightmare serious criminality introduced network leader chicago adam manage leave gang alive
Fauci,Award-winning documentarian Jenner Furst seeks answers from Dr. Fauci about the origins of COVID-19,99,14,99,awardwinning documentarian jenner furst seeks answers dr fauci origins covid
Mistress Dispeller,A Chinese woman hires someone to secretly end her husband's extramarital relationship in an attempt to save her marriage.,121,19,121,chinese woman hires someone secretly end husbands extramarital relationship attempt save marriage
Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.,148,24,148,real estate inspector working england old georgian manor accidentally opens portal thcentury past dashing thenowner
Mother Father Sister Brother Frank,A suburban family plots murder when an uncle crashes Sunday dinner with a nasty surprise.,89,15,89,suburban family plots murder uncle crashes sunday dinner nasty surprise
Thiru.Manickam,"A man who is getting chased by everyone for doing good, yet he overcomes opposition. Among everyone who is trying to survive, this man wants to live. Shows how Manikkam becomes Thiru Manikkam",191,33,191,man getting chased everyone good yet overcomes opposition among everyone trying survive man wants live shows manikkam becomes thiru manikkam
Buy Now! The Shopping Conspiracy,"Pulls back the curtain on the world's top brands, exposing the hidden tactics and covert strategies used to keep all of us locked in an endless cycle of buying, no matter the cost.",180,33,180,pulls back curtain worlds top brands exposing hidden tactics covert strategies used keep us locked endless cycle buying matter cost
Sex-Positive,"Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake.",185,29,185,virginia tumbles wild thrilling new world sexual liberation moves group polyamorous party animals including charming commitmentphobic jake
Shirley,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.,147,21,147,shirley chisholm makes trailblazing run democratic presidential nomination becoming first black woman elected congress
Outlaw Posse,"In 1908, an outlaw returns from years of hiding in Mexico to claim stolen gold hidden in the hills of Montana.",110,21,110,outlaw returns years hiding mexico claim stolen gold hidden hills montana
The Partisan,A Polish spy who works for the British during the Second World War is compromised in Warsaw after a betrayal and finds herself in a murky world of treachery.,157,29,157,polish spy works british second world war compromised warsaw betrayal finds murky world treachery
Lover Stalker Killer,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",147,25,147,twisting documentary mechanic tries online dating first time meets woman takes romantic obsession deadly extreme
The Bunker,"When mysterious alien ships appear in the sky, a scientist is sealed in an underground bunker and must create a bio-weapon to stop the unknown visitors, but paranoia and isolation cause her to question the true intention of her mission.",236,40,236,mysterious alien ships appear sky scientist sealed underground bunker must create bioweapon stop unknown visitors paranoia isolation cause question true intention mission
Boundless,"Detective Mørck and team reopen a cold case on Bornholm Island involving a girl's death, a cult, and missing women. Mørck must solve the case and confront his past to move forward with his fiancée.",197,35,197,detective mrck team reopen cold case bornholm island involving girls death cult missing women mrck must solve case confront past move forward fiance
Shambhala,"In a Himalayan polyandrous village, pregnant Pema faces scrutiny as her husband vanishes. With her monk brother-in-law, her de facto spouse, she seeks him in the wild, unraveling her own self-discovery along the journey.",220,34,220,himalayan polyandrous village pregnant pema faces scrutiny husband vanishes monk brotherinlaw de facto spouse seeks wild unraveling selfdiscovery along journey
Crocket,A mother embarks on a perilous quest to rescue her son from a demonic children's show host who is kidnapping kids.,114,21,114,mother embarks perilous quest rescue son demonic childrens show host kidnapping kids
The Little Mermaid,"Dr. Eric Prince, an archaeologist, makes a dramatic discovery on a small Caribbean island-proof of an ancient, advanced prehistoric society. While his dig is in progress, he meets the mysterious and beautiful Aurora Bey and falls in love.",238,38,238,dr eric prince archaeologist makes dramatic discovery small caribbean islandproof ancient advanced prehistoric society dig progress meets mysterious beautiful aurora bey falls love
Love by Request,"A romantic comedy about a young, divorced woman who sets out to reconnect with her college sweetheart only to discover that he has been a part of her life all along.",165,31,165,romantic comedy young divorced woman sets reconnect college sweetheart discover part life along
Roadkill,Vengeance rides the open road when a young woman traveling alone encounters a renegade drifter and ends up in a fight for her life.,131,24,131,vengeance rides open road young woman traveling alone encounters renegade drifter ends fight life
Am I Racist?,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments.",118,14,118,man investigates diversity equity inclusion practices revealing absurdities hidden social experiments
Hamlet,"Shakespeare's timeless story of revenge is reimagined as a modern psychological thriller. The classic tragedy transcends the stage through a unique, contemporary lens.",167,23,167,shakespeares timeless story revenge reimagined modern psychological thriller classic tragedy transcends stage unique contemporary lens
A Little Something Extra,"To escape the police, a son and his father find refuge in a summer camp for young adults with disabilities, posing as a resident and his educator. The beginning of trouble and a wonderful human experience that will change them forever.",235,41,235,escape police son father find refuge summer camp young adults disabilities posing resident educator beginning trouble wonderful human experience change forever
House of Spoils,"It tells the story of a chef who opens her first restaurant where she battles kitchen chaos, a dubious investor and self doubt, but the pressure heats up thanks to the spirit of the estate's previous owner who threatens to sabotage her.",236,42,236,tells story chef opens first restaurant battles kitchen chaos dubious investor self doubt pressure heats thanks spirit estates previous owner threatens sabotage
Feminist Fathima,"A housewife in coastal Kerala sparks quiet rebellion after trying to replace a mattress, challenging patriarchy through small acts of resistance in her journey toward self-liberation.",183,26,183,housewife coastal kerala sparks quiet rebellion trying replace mattress challenging patriarchy small acts resistance journey toward selfliberation
Cup,"The story of a sixteen-year-old boy, a badminton player from a village named Vellathooval in Idukki, who dreams of the Olympics.",128,21,128,story sixteenyearold boy badminton player village named vellathooval idukki dreams olympics
Heaven is Beneath Mother's Feet,"Adil, mentally 8-year-old, lives with elderly mother Raikhan. Believing pilgrimage to Mecca on foot ensures Raikhan's heaven entry, Adil travels across Kazakh steppe facing obstacles. Mother-son journey's hardships depicted.",224,29,224,adil mentally yearold lives elderly mother raikhan believing pilgrimage mecca foot ensures raikhans heaven entry adil travels across kazakh steppe facing obstacles motherson journeys hardships depicted
Butchers Book Two: Raghorn,A car accident leaves the victims in the hands of brutal cannibals who plan to hack them up for meat.,101,20,101,car accident leaves victims hands brutal cannibals plan hack meat
Sister Midnight,A genre-bending comedy about a frustrated and misanthropic newlywed who discovers certain feral impulses that land her in unlikely situations.,142,20,142,genrebending comedy frustrated misanthropic newlywed discovers certain feral impulses land unlikely situations
Phir Aayi Hasseen Dillruba,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help.",149,27,149,evading cops agra rani rishu scheme run away together plans go awry rani asks mildmannered admirer help
Bloody Axe Wound,"Abbie Bladecut's family business, a video store, has thrived by disposing of teenagers to mimic horror movies. As the first female slasher, she battles gender bias while realizing the harsh realities behind the mass murders.",224,35,224,abbie bladecuts family business video store thrived disposing teenagers mimic horror movies first female slasher battles gender bias realizing harsh realities behind mass murders
Classified,A career CIA hitman who's been solely using the classified section of various newspapers to receive his orders suddenly discovers that his division's actually been shut down for years.,184,29,184,career cia hitman whos solely using classified section various newspapers receive orders suddenly discovers divisions actually shut years
Jack and Ava,"Two lovers, an orphan and a victim, find themselves in the most dangerous 72 hours of their lives when a heist goes wrong.",122,23,122,two lovers orphan victim find dangerous hours lives heist goes wrong
The Last Dance,"A debt-ridden wedding planner inadvertently becomes a successful funeral planner, but he must convince a traditional Taoist priest of his legitimacy to continue operating in the field.",184,27,184,debtridden wedding planner inadvertently becomes successful funeral planner must convince traditional taoist priest legitimacy continue operating field
Poison,A love story about a couple reunited years after tragedy drove them apart. Their brief and intense meeting brings simmering pain and resentment to the surface but is a reminder too of cherished intimacies and the love they once shared.,235,40,235,love story couple reunited years tragedy drove apart brief intense meeting brings simmering pain resentment surface reminder cherished intimacies love shared
Reading Lolita in Tehran,The autobiographical story of a fearless teacher who secretly gathers seven of her female students to read forbidden Western classics in revolutionary Iran.,156,23,156,autobiographical story fearless teacher secretly gathers seven female students read forbidden western classics revolutionary iran
Sugarcane,An investigation into abuse and missing children at an Indian residential school sparks a reckoning on the nearby Sugarcane Reserve.,132,20,132,investigation abuse missing children indian residential school sparks reckoning nearby sugarcane reserve
Mutants of Nature Cove,"Party girls take shy Beth to nude beach with secluded Mutants causing hallucinations. Mysterious woman chants spells, Mutants attack. Beth plans to send soul-stealing Mutants back to hell permanently.",200,29,200,party girls take shy beth nude beach secluded mutants causing hallucinations mysterious woman chants spells mutants attack beth plans send soulstealing mutants back hell permanently
Out Come the Wolves,"At a cabin deep in the wilderness, a weekend of hunting turns to mayhem and a fight for survival when a pack of wolves attack a man, his female best friend and her fiance.",171,34,171,cabin deep wilderness weekend hunting turns mayhem fight survival pack wolves attack man female best friend fiance
"My Wife, My Abuser: The Secret Footage","Exposes the disturbing story of Richard Spencer's harrowing experience as he endured two decades of abuse at the hands of his wife, Sheree Spencer.",147,24,147,exposes disturbing story richard spencers harrowing experience endured two decades abuse hands wife sheree spencer
Latency,"When Hana, a professional gamer who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind - or controlling it.",182,31,182,hana professional gamer suffers acute agoraphobia receives new equipment enhances game begins wonder reading mind controlling
Nurse Abi,"When overworked graphic designer Roy faints, he wakes up to the beautiful Nurse Abi taking care of him. This starts Roy's fantasy of going out and sleeping with Nurse Abi. But can he turn this fantasy into a reality?",216,39,216,overworked graphic designer roy faints wakes beautiful nurse abi taking care starts roys fantasy going sleeping nurse abi turn fantasy reality
Johnny Puff: Secret Mission,Follows Johnny Puff and his friends as they embark on a secret mission to save Taigasville from the evil plans of Otto von Walrus.,130,24,130,follows johnny puff friends embark secret mission save taigasville evil plans otto von walrus
The Painted,"A 1960s suburban family's plans are interrupted when they're called to a deceased relative's estate, where they begin to unravel the secrets that haunt the premises-strange occurrences, archaic rituals, and sinister paintings on the walls.",239,35,239,suburban familys plans interrupted theyre called deceased relatives estate begin unravel secrets haunt premisesstrange occurrences archaic rituals sinister paintings walls
Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.",156,27,156,enterprising sugar baby offered move sugar daddy week soon discovers sinister secrets trapped within home
I Love You Forever,A subversive romantic comedy gone wrong that follows a young woman into and out of an emotionally abusive relationship.,119,19,119,subversive romantic comedy gone wrong follows young woman emotionally abusive relationship
Spread,"To make ends meet, an aspiring journalist is forced to take a job at the world's largest porn magazine-beginning her journey to change her life, and the porn industry, forever.",176,30,176,make ends meet aspiring journalist forced take job worlds largest porn magazinebeginning journey change life porn industry forever
Naples to New York,Follows two Neapolitan kids as they journey to New York to escape Italy's early postwar poverty.,96,16,96,follows two neapolitan kids journey new york escape italys early postwar poverty
Little Bites,"In a desperate attempt to protect her ten-year-old daughter, a young widow allows a nightmarish monster to slowly eat her alive.",128,21,128,desperate attempt protect tenyearold daughter young widow allows nightmarish monster slowly eat alive
Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",171,29,171,control pill eradicates human emotion young couple skip doses discover new feelings realize comes emotional baggage deal
Sarfira,"A man fights to make his dream of creating a low cost airline a reality, facing opposition from devious competitive airline owners who threaten his business and his passengers' safety.",184,30,184,man fights make dream creating low cost airline reality facing opposition devious competitive airline owners threaten business passengers safety
Cocorico,"The daughter of the Bouvier-Sauvage family of aristocrats is in love with the son of a Peugeot dealer. When the children announce their marriage, the aristocratic family does not agree.",185,30,185,daughter bouviersauvage family aristocrats love son peugeot dealer children announce marriage aristocratic family agree
April,"Nina, an OB-GYN, faces accusations after a newborn's death. Her life undergoes scrutiny during the investigation. She persists in her medical duties, determined to provide care others hesitate to offer, despite risks.",217,32,217,nina obgyn faces accusations newborns death life undergoes scrutiny investigation persists medical duties determined provide care others hesitate offer despite risks
Sons,The idealistic prison officer Eva is faced with the dilemma of her life when a young man from her past gets transferred to the prison where she works.,150,28,150,idealistic prison officer eva faced dilemma life young man past gets transferred prison works
Audrey's Children,"1969. Dr. Audrey Evans joins world-renowned children's hospital and battles sexism, medical conventions, and the subterfuge of her peers to develop revolutionary treatments and purchase the first Ronald McDonald House, impacting millions.",238,32,238,dr audrey evans joins worldrenowned childrens hospital battles sexism medical conventions subterfuge peers develop revolutionary treatments purchase first ronald mcdonald house impacting millions
Plan B,"When a one night stand with her awkward neighbor leaves her pregnant, a young woman decides to quickly sleep with a successful businessman and tell him he's the father of her unborn baby.",187,33,187,one night stand awkward neighbor leaves pregnant young woman decides quickly sleep successful businessman tell hes father unborn baby
Imaginary,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,140,25,140,woman returns childhood home discover imaginary friend left behind real unhappy abandoned
Vulgar,"Angelika's seemingly perfect life conceals a lack of fulfillment. While arranging her best friend's wedding, she meets Simon, her friend's daring and passionate brother who challenges Angelika's deeply held principles and life beliefs.",235,33,235,angelikas seemingly perfect life conceals lack fulfillment arranging best friends wedding meets simon friends daring passionate brother challenges angelikas deeply held principles life beliefs
The Lockdown,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom.",214,34,214,siblings charlie jack trapped myanmars toughest prison accused crime didnt commit forced televised fights inmates must work together fight freedom
Sunrise,"A man, Fallon (Alex Pettyfer) roams the land as a creature of the night as he comes to terms with tragic loss of his family at the hands of a brutal demagogue, Reynolds (Guy Pearce).",182,35,182,man fallon alex pettyfer roams land creature night comes terms tragic loss family hands brutal demagogue reynolds guy pearce
City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death.",154,23,154,exceptional marksman hopeless playboy private eye ryo saeba reluctantly forms alliance late partners sister investigate death
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",155,26,155,yearold boy separated family fastmoving storm must fight stay alive nineday adventure lost backwoods maine
Demo_n,"An online friends' reunion has run amok when Gary opens an email containing a link to a demo of a video game, which he learns is cursed and obliviously invites a supernatural force into the chat.",195,36,195,online friends reunion run amok gary opens email containing link demo video game learns cursed obliviously invites supernatural force chat
Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's.",160,27,160,follows life pop star duo amar singh chamkila amarjot kaur whose songs social commentaries devotionals became massive hits
"Love, Courage and the Battle of Bushy Run","Colonel Henry Bouquet, with a ragtag group of British soldiers, Scottish Highlanders and American volunteers, was tasked with trying to save the hundreds of men, women and children facing certain death - or worse - in Fort Pitt.",228,38,228,colonel henry bouquet ragtag group british soldiers scottish highlanders american volunteers tasked trying save hundreds men women children facing certain death worse fort pitt
Marco,"The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.",198,32,198,adoptive son adattu family marco sets ruthless quest vengeance brother brutally murdered finding betrayal loss unimaginable brutality every step
To a Land Unknown,A Palestinian refugee living on the fringes of society in Athens gets ripped off by a smuggler and sets out to seek revenge.,124,23,124,palestinian refugee living fringes society athens gets ripped smuggler sets seek revenge
Checkpoint Zoo,"Checkpoint Zoo documents a daring rescue led by a heroic team of zookeepers and volunteers, who risked their lives to save thousands of animals trapped in a zoo behind enemy lines in the Russian Invasion of Ukraine.",215,37,215,checkpoint zoo documents daring rescue led heroic team zookeepers volunteers risked lives save thousands animals trapped zoo behind enemy lines russian invasion ukraine
Beezel,"Over 60 years, three guests of a cursed home discover an eternal witch who lives beneath it with an insatiable thirst for living souls.",135,24,135,years three guests cursed home discover eternal witch lives beneath insatiable thirst living souls
Air Force One Down,A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.,113,18,113,rookie agent aboard hijacked air force one battle terrorists threatening energy deal president
Exhibiting Forgiveness,"A Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they struggle and learn that forgetting might be a greater challenge than forgiving.",238,38,238,black artist path success derailed unexpected visit estranged father recovering addict desperate reconcile together struggle learn forgetting might greater challenge forgiving
Between the Temples,A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.,157,29,157,cantor crisis faith finds world turned upside grade school music teacher reenters life new adult bat mitzvah student
The Quiet Ones,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",230,43,230,group men denmark across europe pull biggest heist time danish soil kasper boxer chances left life offered opportunity plan robbery foreign initiators
Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,185,33,185,late one night woman drives stranded motorist later revealed murdered series terrifying events woman believes killers next victim
B.O.Y.: Bruises of Yesterday,"A 16-year-old boy who spends the summer with his grandparents falls in love with an older young man, but when tragedy strikes he falls into a dark hole of self-harm, lust, and loneliness.",187,33,187,yearold boy spends summer grandparents falls love older young man tragedy strikes falls dark hole selfharm lust loneliness
A Stranger by the Hill,"Mahi, an NRI photographer visiting her late mother's beloved Manali, meets charming teacher Angad. After a passionate night together, she finds herself locked in and trapped in an increasingly dangerous situation.",213,31,213,mahi nri photographer visiting late mothers beloved manali meets charming teacher angad passionate night together finds locked trapped increasingly dangerous situation
The Greatest Night in Pop,"On January 28th 1985, dozens of the era's most popular musicians gathered in Los Angeles to record a charity single for African famine relief. Setting egos aside, they collaborated on a song that would make history.",215,36,215,january th dozens eras popular musicians gathered los angeles record charity single african famine relief setting egos aside collaborated song would make history
Streets of Gloria,"Gabriel, a closeted gay anthropologist, travels to Rio after his grandmother's death to study sex workers. He becomes seduced by his research subjects and joins them as a sex worker himself.",190,31,190,gabriel closeted gay anthropologist travels rio grandmothers death study sex workers becomes seduced research subjects joins sex worker
Guruvayoor Ambalanadayil,"A young man never wanted to marry because his girlfriend married someone else. Five years later, he was all set to get married. But a discovery about his bride's extended family forces him to reconsider? Will he marry her?",222,39,222,young man never wanted marry girlfriend married someone else five years later set get married discovery brides extended family forces reconsider marry
Bosco,"Based on the story of Quawntay 'Bosco"" Adams, sentenced to 35 years for attempted possession of marijuana. With the help of a woman from a lonely-hearts ad, he escapes to see his daughter but is forced to take responsibility for his past.",238,42,238,based story quawntay bosco adams sentenced years attempted possession marijuana help woman lonelyhearts ad escapes see daughter forced take responsibility past
Jhamkudi,"Raniwada, a village in Gujarat, is cursed by an evil witch named JHAMKUDI during Navratri celebrations. Real estate agent Bablo and royal family heir Kumud return to face the witch's wrath and save Raniwada.",207,34,207,raniwada village gujarat cursed evil witch named jhamkudi navratri celebrations real estate agent bablo royal family heir kumud return face witchs wrath save raniwada
Sorop,"Revolves around siblings Hanif and Isti returning to their hometown after their uncle's death, where they experience supernatural events involving his reappearance.",164,22,164,revolves around siblings hanif isti returning hometown uncles death experience supernatural events involving reappearance
Endurance,"Maritime Heritage Trust locates Shackleton's shipwrecked Endurance near Antarctica in 1915. Shackleton and 27 crew survive incredible journey to South Georgia to seek rescue after ship sinks, showcasing human resilience against all odds.",237,33,237,maritime heritage trust locates shackletons shipwrecked endurance near antarctica shackleton crew survive incredible journey south georgia seek rescue ship sinks showcasing human resilience odds
Cash Out,"Professional thief Mason attempts his biggest heist with his brother, robbing a bank. When it goes wrong, they're trapped inside surrounded by law enforcement. Tension rises as Mason negotiates with his ex-lover, the lead negotiator.",233,35,233,professional thief mason attempts biggest heist brother robbing bank goes wrong theyre trapped inside surrounded law enforcement tension rises mason negotiates exlover lead negotiator
How to Rob a Bank,"In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies.",148,23,148,truecrime documentary charismatic rebel seattle pulls unprecedented string bank robberies straight movies
Sixty Minutes,"Desperate not to lose custody, a mixed martial arts fighter makes dangerous enemies when he ditches a matchup to race to his daughter's birthday party.",151,25,151,desperate lose custody mixed martial arts fighter makes dangerous enemies ditches matchup race daughters birthday party
Little Wing,A 13-year-old girl is dragged into the world of pigeon racing as she deals with her parents' divorce and the impending loss of her home.,136,25,136,yearold girl dragged world pigeon racing deals parents divorce impending loss home
Abraham Ozler,"Revolves around the personal and professional lives of veteran cop Abraham Ozler, ACP Trichur, who at one time has to take up a serial killing case and the mysterious hunt begins.",179,31,179,revolves around personal professional lives veteran cop abraham ozler acp trichur one time take serial killing case mysterious hunt begins
Christspiracy,"The moral dimension of humanity's interaction with nonhuman animals and the industries that profit from their exploitation, as informed by world religions. A historical explanation of how the current global situation came to be.",228,34,228,moral dimension humanitys interaction nonhuman animals industries profit exploitation informed world religions historical explanation current global situation came
The Stickman's Hollow,A series of mysterious and savage murders plague an area of remote wilderness known for its insidious past.,107,18,107,series mysterious savage murders plague area remote wilderness known insidious past
Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.,129,20,129,two elite soldiers troubled pasts enlisted daring mission deadly masked villain threatens indias defenses
S.T.A.L.K.E.R.: Shadow of the Zone,A seasoned Free Stalker tasked with guiding a band of Mercenaries deep into The Zone to investigate a paranormal radio signal. Based on the S.T.A.L.K.E.R. video-game series by G.S.C. Game World.,194,31,194,seasoned free stalker tasked guiding band mercenaries deep zone investigate paranormal radio signal based stalker videogame series gsc game world
Maidaan,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football.",134,22,134,inspired indian national football team coach manager syed abdul rahim regarded architect indian football
Riefenstahl,"Explores Leni Riefenstahl's artistic legacy and her complex ties to the Nazi regime, juxtaposing her self-portrayal with evidence suggesting awareness of the regime's atrocities.",178,24,178,explores leni riefenstahls artistic legacy complex ties nazi regime juxtaposing selfportrayal evidence suggesting awareness regimes atrocities
Simarik,"This is the story of Mete, the spoiled son of a wealthy businessman whose father makes him believe he has reincarnated as a servant in a 16th-century Ottoman city.",163,29,163,story mete spoiled son wealthy businessman whose father makes believe reincarnated servant thcentury ottoman city
Rifle Club,A historic rifle club faces a vengeful arms dealer's gang in the Western Ghats. Skilled hunters fight to survive and protect their legacy.,138,23,138,historic rifle club faces vengeful arms dealers gang western ghats skilled hunters fight survive protect legacy
Black Cab,"A couple's jovial cab driver diverts them to a remote, haunted road, revealing disturbing motives and his true intentions.",122,19,122,couples jovial cab driver diverts remote haunted road revealing disturbing motives true intentions
No Dogs Allowed,"15-year-old Gabo struggles to control and hide his pedophilic urges, confiding only in online forums where he encounters the manipulative older Dave. When Dave is arrested for suspected abuse of minors, Gabo must make a choice.",227,36,227,yearold gabo struggles control hide pedophilic urges confiding online forums encounters manipulative older dave dave arrested suspected abuse minors gabo must make choice
